S? th? t?,???ng d?n,Tên ?nh,Nhãn Bàn Tay,Nhãn Ngón Tay Cái,Cluster,id,PC1,PC2
No. 3113,train1,5026.png,L,P,2,5026,120.15773505913896,929.0267410401425
No. 3114,train1,5027.png,L,P,2,5027,387.7664749481524,361.208217360052
No. 3115,train1,5028.png,L,P,2,5028,1899.062131451182,522.216907310008
No. 3116,train1,5029.png,L,P,2,5029,-558.9352674956175,906.8524528927389
No. 3117,train1,5030.png,L,P,2,5030,-276.80645601455427,953.6388239532218
No. 3118,train1,5031.png,L,P,2,5031,260.5292891963193,-1644.222082422599
No. 3119,train1,5035.png,L,P,2,5035,-1763.1741308072396,72.7777577973625
No. 3120,train1,5036.png,L,P,2,5036,-91.6542299420131,38.74421893923231
No. 3121,train1,5038.png,L,P,2,5038,1868.3808895181182,853.8132708145555
No. 3122,train1,5039.png,L,P,2,5039,45.1693283386736,-1105.6902771866767
No. 3123,train1,5040.png,L,P,2,5040,-405.1272872086327,-1158.9920243946583
No. 3124,train1,5041.png,L,P,2,5041,1175.6644961858497,1241.1063577633204
No. 3125,train1,5042.png,L,P,2,5042,-268.8068439333071,-412.4734343850532
No. 3126,train1,5043.png,L,P,2,5043,762.974610072553,-442.2466206675031
No. 3127,train1,5045.png,L,P,2,5045,-157.767222543256,-140.89882264441624
No. 3128,train1,5047.png,L,P,2,5047,203.03671040933926,-315.89720367798816
No. 3129,train1,5048.png,L,P,2,5048,467.84079143728184,-784.0857277866203
No. 3130,train1,5049.png,L,P,2,5049,-994.7748060584228,1453.4822288524128
No. 3131,train1,5051.png,L,P,2,5051,284.7475561591098,1009.510128537951
No. 3132,train1,5052.png,L,P,2,5052,245.15594304908205,1237.119931746011
No. 3133,train1,5053.png,L,P,2,5053,653.6135546724524,49.25560568332908
No. 3134,train1,5054.png,L,P,2,5054,79.80472723067508,-1401.7835869424657
No. 3135,train1,5055.png,L,P,2,5055,786.7814650092402,717.311104053876
No. 3136,train1,5056.png,L,P,2,5056,300.0302085786005,379.20385602573293
No. 3137,train1,5057.png,L,P,2,5057,180.20396801368344,465.9775629475235
No. 3138,train1,5058.png,L,P,2,5058,1822.2992944019927,1174.1193266950995
No. 3139,train1,5059.png,L,P,2,5059,1984.659712452718,297.9881890442004
No. 3140,train1,5060.png,L,P,2,5060,140.66858465684635,970.7854898789458
No. 3141,train1,5061.png,L,P,2,5061,1.6854066583415401,330.7825711544233
No. 3142,train1,5062.png,L,P,2,5062,530.3501825478152,1183.0212145347334
No. 3143,train1,5063.png,L,P,2,5063,1626.6469629897633,-1446.5102676769277
No. 3144,train1,5064.png,L,P,2,5064,342.3171870050231,-700.4801284888965
No. 3145,train1,5065.png,L,P,2,5065,306.3350770281855,1324.1926524561857
No. 3146,train1,5066.png,L,P,2,5066,-613.311329806279,659.0182878757333
No. 3147,train1,5067.png,L,P,2,5067,1217.7972608048044,615.2752539097125
No. 3148,train1,5068.png,L,P,2,5068,-460.7497408173027,1191.671823479046
No. 3149,train1,5069.png,L,P,2,5069,-1425.4430916979309,-252.84177329574325
No. 3150,train1,5070.png,L,P,2,5070,-16.104021999529394,90.30046722744402
No. 3151,train1,5072.png,L,P,2,5072,2308.8571262797136,95.90116890059703
No. 3152,train1,5073.png,L,P,2,5073,1622.9028158158194,1448.3405071929992
No. 3153,train1,5074.png,L,P,2,5074,119.78223009968349,276.4409370230277
No. 3154,train1,5075.png,L,P,2,5075,-200.92798340739705,81.6291555954566
No. 3155,train1,5076.png,L,P,2,5076,1524.616886521243,459.6676011860808
No. 3156,train1,5077.png,L,P,2,5077,-296.9043288339557,1823.3525192767158
No. 3157,train1,5079.png,L,P,2,5079,471.2902995555404,-95.71408628928718
No. 3158,train1,5080.png,L,P,2,5080,446.8514467808921,-939.5699009562131
No. 3159,train1,5081.png,L,P,2,5081,286.8459808056268,-998.1423399284572
No. 3160,train1,5082.png,L,P,2,5082,-294.33314497826814,-55.04283192420498
No. 3161,train1,5084.png,L,P,2,5084,160.95909620442433,1048.7314194824778
No. 3162,train1,5085.png,R,T,2,5085,-562.2303446955146,806.405527256292
No. 3163,train1,5086.png,L,P,2,5086,848.1528505826913,-1022.2464683113283
No. 3164,train1,5087.png,L,P,2,5087,-749.6314632378007,917.2814886650594
No. 3165,train1,5088.png,L,P,2,5088,-112.86262640144419,1070.7093438479294
No. 3166,train1,5089.png,L,P,2,5089,-1149.8976556142334,1103.880908279183
No. 3167,train1,5090.png,L,P,2,5090,-161.17011181602234,668.5584563541739
No. 3168,train1,5091.png,L,P,2,5091,-279.2180107841464,-286.9553556141772
No. 3169,train1,5092.png,L,P,2,5092,-981.9907234257772,1155.1367909516666
No. 3170,train1,5094.png,L,P,2,5094,2272.5689918433345,-731.1171058214513
No. 3171,train1,5096.png,L,P,2,5096,-112.68078758203873,-771.6011626377034
No. 3172,train1,5097.png,L,P,2,5097,-272.4891081535252,1086.7286058985019
No. 3173,train1,5098.png,L,P,2,5098,359.7963639591461,-137.47949174956727
No. 3174,train1,5100.png,L,P,2,5100,-133.2163001402173,209.39395457747744
No. 3175,train1,5101.png,L,P,2,5101,264.69552080438183,347.4648585637173
No. 3176,train1,5102.png,L,P,2,5102,251.11062323155062,-440.7501888278428
No. 3177,train1,5103.png,L,P,2,5103,133.10595797294337,1098.8898343934627
No. 3178,train1,5104.png,L,P,2,5104,1721.5518358247523,-1068.7818091574795
No. 3179,train1,5105.png,L,P,2,5105,116.60787806118009,-1310.2806160086027
No. 3180,train1,5106.png,L,P,2,5106,371.1324206717764,-1345.5370523107404
No. 3181,train1,5107.png,L,P,2,5107,-471.2391095750401,-1690.9728625280018
No. 3182,train1,5108.png,L,P,2,5108,348.3817210202308,140.49766166739073
No. 3183,train1,5109.png,L,P,2,5109,346.43858654888237,-1000.4556462998979
No. 3184,train1,5110.png,L,P,2,5110,5.51526313430948,-445.28742599360834
No. 3185,train1,5111.png,L,P,2,5111,1979.0779188173476,-1519.2589599268922
No. 3186,train1,5112.png,L,P,2,5112,6.169171201996704,604.3254673306552
No. 3187,train1,5113.png,L,P,2,5113,231.08483409743783,602.0847993750069
No. 3188,train1,5115.png,L,P,2,5115,950.1178546229246,576.0961550028629
No. 3189,train1,5116.png,L,P,2,5116,-121.25450955969508,968.9919726917559
No. 3190,train1,5117.png,L,P,2,5117,-349.1998497023383,423.1563313662143
No. 3191,train1,5118.png,L,P,2,5118,-657.7055788753831,1286.113872602369
No. 3192,train1,5119.png,L,P,2,5119,1621.6248185396862,-603.1040694894085
No. 3193,train1,5120.png,L,P,2,5120,-1012.1890544612454,981.3740633530367
No. 3194,train1,5121.png,L,P,2,5121,330.6661131101118,-546.6818019765414
No. 3195,train1,5122.png,L,P,2,5122,1946.347710829628,910.0622268857331
No. 3196,train1,5123.png,L,P,2,5123,-158.68699193199612,634.5445859969873
No. 3197,train1,5124.png,L,P,2,5124,-54.63310652869587,-1263.8883139514855
No. 3198,train1,5126.png,L,P,2,5126,843.0347476038843,1888.2642931045543
No. 3199,train1,5127.png,L,P,2,5127,-194.2407834052971,1001.8457270904778
No. 3200,train1,5128.png,L,P,2,5128,-774.3427258504097,737.653379869466
No. 3201,train1,5129.png,L,P,2,5129,-309.75294861783584,1026.24909152024
No. 3202,train1,5130.png,L,P,2,5130,-961.2423795738255,813.663954426838
No. 3203,train1,5131.png,L,P,2,5131,-1096.8909944633092,-149.1593342853142
No. 3204,train1,5132.png,L,P,2,5132,221.62676271319344,-1632.3507300709218
No. 3205,train1,5133.png,L,P,2,5133,1521.9024474075836,486.927635482708
No. 3206,train1,5134.png,L,P,2,5134,-428.8647843667609,-907.4656447634001
No. 3207,train1,5135.png,L,P,2,5135,92.14335674521378,199.96307813655196
No. 3208,train1,5136.png,L,P,2,5136,1462.6561004111682,1313.8007755327487
No. 3209,train1,5137.png,L,P,2,5137,17.352429279166923,-1721.29667750385
No. 3210,train1,5138.png,L,P,2,5138,404.28173280762894,-982.2720583164692
No. 3211,train1,5139.png,L,P,2,5139,1487.6605294127514,1494.3167563743532
No. 3212,train1,5140.png,L,P,2,5140,220.58818612893197,-161.26398281513488
No. 3213,train1,5141.png,L,P,2,5141,-325.88233376808665,1133.745079360031
No. 3214,train1,5142.png,L,P,2,5142,313.2666115912559,-985.7029662745856
No. 3215,train1,5144.png,L,P,2,5144,252.8572814836777,-1235.8804354380898
No. 3216,train1,5145.png,L,P,2,5145,-364.8997472487277,350.14928881420013
No. 3217,train1,5146.png,L,P,2,5146,-886.336471431329,596.192555268506
No. 3218,train1,5148.png,L,P,2,5148,-573.4934912964804,489.4033353591094
No. 3219,train1,5149.png,L,P,2,5149,-1954.0747531774566,-417.47760733156724
No. 3220,train1,5150.png,L,P,2,5150,1212.5413604576092,1154.8271343888007
No. 3221,train1,5151.png,L,P,2,5151,499.2628276656426,1242.9774873709416
No. 3222,train1,5152.png,L,P,2,5152,2208.219985547185,326.2601653637297
No. 3223,train1,5153.png,L,P,2,5153,-790.8085247976167,1352.4207071158548
No. 3224,train1,5154.png,L,P,2,5154,2271.4507645568838,76.48691122129729
No. 3225,train1,5155.png,L,P,2,5155,458.8467217709061,20.63752483041968
No. 3226,train1,5156.png,L,P,2,5156,181.55770395341412,-853.9944862714102
No. 3227,train1,5157.png,L,P,2,5157,-1275.9992780800844,988.9591110940763
No. 3228,train1,5158.png,L,P,2,5158,-297.943129633437,-218.14224011240114
No. 3229,train1,5159.png,L,P,2,5159,-31.87028040810126,-259.3482557770758
No. 3230,train1,5160.png,L,P,2,5160,-667.2598600054405,153.64011825952923
No. 3231,train1,5161.png,L,P,2,5161,116.22180425158751,-702.0477329622643
No. 3232,train1,5162.png,L,P,0,5162,638.2518560231092,481.9096820808716
No. 3233,train1,5163.png,L,P,0,5163,1888.8628436313415,1143.666037190005
No. 3234,train1,5164.png,L,P,0,5164,1357.405335948182,-1684.7330702197955
No. 3235,train1,5165.png,L,P,0,5165,934.5585872077627,-21.34049094346547
No. 3236,train1,5166.png,L,P,0,5166,156.58272058586823,713.6235718429712
No. 3237,train1,5167.png,L,P,0,5167,712.5112024505696,-1441.2731645455854
No. 3238,train1,5168.png,L,P,0,5168,536.5732652243399,79.05155381565613
No. 3239,train1,5169.png,L,P,0,5169,1730.0390069127532,-516.8778371769808
No. 3240,train1,5170.png,L,P,0,5170,-575.3179931925947,394.9091310191108
No. 3241,train1,5171.png,L,P,0,5171,-485.0686302849275,1137.9868737064123
No. 3242,train1,5172.png,L,P,0,5172,-1235.7486044232423,214.33657647156642
No. 3243,train1,5174.png,L,P,0,5174,1047.5950107437989,-204.5077617486619
No. 3244,train1,5175.png,L,P,0,5175,447.45841571102073,-1718.739603198965
No. 3245,train1,5176.png,L,P,0,5176,450.8519660269404,470.2746907080108
No. 3246,train1,5177.png,L,P,0,5177,-659.2364262383134,-428.3581514890776
No. 3247,train1,5178.png,L,P,0,5178,-968.2069182386725,-73.39286994669446
No. 3248,train1,5179.png,L,P,0,5179,-435.73199863249073,-1005.5134408824036
No. 3249,train1,5180.png,L,P,0,5180,1817.172779437294,833.8684523548928
No. 3250,train1,5181.png,L,P,0,5181,-375.72331699943027,911.9103794944508
No. 3251,train1,5182.png,L,P,0,5182,-98.56698027746586,1072.1986308876337
No. 3252,train1,5183.png,L,P,0,5183,-382.3722148525673,769.4213460481883
No. 3253,train1,5184.png,L,P,0,5184,-433.59519734429324,-898.6516335961202
No. 3254,train1,5185.png,L,P,0,5185,-1518.7267027440066,-603.5364947659544
No. 3255,train1,5186.png,L,P,0,5186,646.7875496876494,-1246.4241162537026
No. 3256,train1,5187.png,L,P,0,5187,-594.7430366749494,252.926413412349
No. 3257,train1,5188.png,L,P,0,5188,348.12912542104715,-1840.3744565626976
No. 3258,train1,5189.png,L,P,0,5189,433.1489348574112,222.16232605389538
No. 3259,train1,5190.png,L,P,0,5190,-485.1658778382723,-1420.9729124792177
No. 3260,train1,5191.png,L,P,0,5191,-312.41183874646407,831.8230526070316
No. 3261,train1,5192.png,L,P,0,5192,78.41720693173569,504.5316010802351
No. 3262,train1,5193.png,L,P,0,5193,-155.97824893719545,1518.1457015529293
No. 3263,train1,5195.png,L,P,0,5195,-247.21350666877316,-280.67028173453195
No. 3264,train1,5197.png,L,P,0,5197,-462.68609862797763,373.6072398759921
No. 3265,train1,5198.png,L,P,0,5198,-1036.477697987309,632.449800297235
No. 3266,train1,5199.png,L,P,0,5199,-184.00450486276108,-868.8956760630509
No. 3267,train1,5200.png,L,P,0,5200,1881.5733120749776,-1244.742043921186
No. 3268,train1,5201.png,L,P,0,5201,-1085.5578773378963,839.3255097207933
No. 3269,train1,5202.png,L,P,0,5202,1570.8801281049034,1349.6368225536023
No. 3270,train1,5205.png,L,P,0,5205,-267.8170000727715,457.6896016527525
No. 3271,train1,5206.png,L,P,0,5206,1591.5528743923699,1149.3237829963114
No. 3272,train1,5207.png,L,P,0,5207,592.2527347996757,-929.2969768156283
No. 3273,train1,5209.png,L,P,0,5209,220.41444935346152,-958.2338646732143
No. 3274,train1,5210.png,L,P,0,5210,-884.3422673177308,41.893955623971564
No. 3275,train1,5211.png,L,P,0,5211,454.4038452188786,-819.4792718604758
No. 3276,train1,5212.png,L,P,0,5212,867.1868082777587,-1661.1148385745075
No. 3277,train1,5213.png,L,P,0,5213,491.6641527272486,631.9004361560911
No. 3278,train1,5214.png,L,P,0,5214,188.3991205527432,156.4008817244188
No. 3279,train1,5215.png,L,P,0,5215,-476.9611574056983,581.4987094053007
No. 3280,train1,5216.png,L,P,0,5216,-236.10593437116987,-850.6289788746557
No. 3281,train1,5217.png,L,P,0,5217,2188.1351812028815,954.9862771942687
No. 3282,train1,5218.png,L,P,0,5218,-752.0472047320387,1202.5629516962563
No. 3283,train1,5219.png,L,P,0,5219,1664.2089656420108,852.2636427793226
No. 3284,train1,5220.png,L,P,0,5220,236.9862960843475,-257.78172756898834
No. 3285,train1,5221.png,L,P,0,5221,755.5098392557296,-557.7350478807932
No. 3286,train1,5223.png,L,P,0,5223,122.28479625616929,-1954.4686944085959
No. 3287,train1,5224.png,L,P,0,5224,-55.25862154091321,-650.9370470000778
No. 3288,train1,5226.png,L,P,0,5226,649.6675603488378,577.671250051077
No. 3289,train1,5227.png,L,P,0,5227,600.5834287854339,628.8117129276943
No. 3290,train1,5228.png,R,T,0,5228,-1391.1318481291473,490.62503918362773
No. 3291,train1,5229.png,L,P,0,5229,2062.2625377234253,-772.5073301024096
No. 3292,train1,5230.png,L,P,0,5230,2821.9977517137504,261.7213586819041
No. 3293,train1,5232.png,L,P,0,5232,147.83412591827775,530.9981146204688
No. 3294,train1,5233.png,L,P,0,5233,-1201.7549652500315,417.9953957489353
No. 3295,train1,5234.png,L,P,0,5234,-86.18762636283287,677.5431450352979
No. 3296,train1,5235.png,L,P,0,5235,-223.6522605450018,-183.02841704317393
No. 3297,train1,5236.png,L,P,0,5236,-770.0787005313556,105.29606489637463
No. 3298,train1,5237.png,L,P,0,5237,105.43086111256008,-1065.2576235083632
No. 3299,train1,5238.png,L,P,0,5238,1456.940597904772,-83.87081884153298
No. 3300,train1,5239.png,L,P,0,5239,134.12803738388126,-1101.510996215473
No. 3301,train1,5240.png,R,T,0,5240,-1076.1724579302247,891.7451248685079
No. 3302,train1,5241.png,L,P,0,5241,177.55275307526546,103.36550787121757
No. 3303,train1,5242.png,L,P,0,5242,-1029.8064556278619,9.551614957660517
No. 3304,train1,5243.png,L,P,0,5243,-573.6400472029592,592.2448213749308
No. 3305,train1,5244.png,L,P,0,5244,-484.60814711278744,1253.2029841244034
No. 3306,train1,5245.png,L,P,0,5245,-474.67758620420216,1175.5270007881907
No. 3307,train1,5246.png,L,P,0,5246,-271.14446758469757,-66.9794176283547
No. 3308,train1,5247.png,L,P,0,5247,408.5034925473118,60.983764284746044
No. 3309,train1,5248.png,L,P,0,5248,-934.9726983384419,-724.8561073203008
No. 3310,train1,5249.png,L,P,0,5249,-400.7980879396769,-578.1319919251652
No. 3311,train1,5250.png,L,P,0,5250,-243.47707239388464,1067.4238516086498
No. 3312,train1,5251.png,L,P,0,5251,-1500.060595667913,-161.6430007211963
No. 3313,train1,5252.png,L,P,0,5252,29.355001081598996,1058.0662123647332
No. 3314,train1,5253.png,L,P,0,5253,-81.28419702742642,-167.12587349713792
No. 3315,train1,5254.png,L,P,0,5254,-1339.1036817478848,1043.6351474896437
No. 3316,train1,5255.png,L,P,0,5255,-643.27211112184,-381.68046306936907
No. 3317,train1,5256.png,L,P,0,5256,174.491778965185,-883.7546814401518
No. 3318,train1,5257.png,L,P,0,5257,1423.2219888251793,-231.20390911005222
No. 3319,train1,5258.png,L,P,0,5258,-647.0636991079739,-243.961706848234
No. 3320,train1,5259.png,L,P,0,5259,1069.3439468539027,-1310.134494653407
No. 3321,train1,5260.png,L,P,0,5260,1418.9772381679709,542.2036434005884
No. 3322,train1,5261.png,L,P,0,5261,1929.6928293685012,-1859.9756562904504
No. 3323,train1,5262.png,L,P,0,5262,731.2690092808393,-1119.128751230157
No. 3324,train1,5263.png,L,P,0,5263,-508.2453181498854,1393.0751150273306
No. 3325,train1,5264.png,L,P,0,5264,-78.09109560205513,-1180.9300869901704
No. 3326,train1,5265.png,L,P,0,5265,145.90325515702787,-1353.4162993344971
No. 3327,train1,5267.png,L,P,0,5267,-172.2767752333811,528.7137295978376
No. 3328,train1,5268.png,L,P,0,5268,-936.3718306457728,-782.7056465248074
No. 3329,train1,5269.png,L,P,0,5269,172.61644088057625,-676.7801850536392
No. 3330,train1,5270.png,L,P,0,5270,-1283.2609462396504,-326.89289507000984
No. 3331,train1,5271.png,L,P,0,5271,763.7020841344531,-730.1725448859793
No. 3332,train1,5273.png,L,P,0,5273,-57.07361369668394,211.9263969391647
No. 3333,train1,5274.png,L,P,0,5274,63.542038798265,1204.8754231386147
No. 3334,train1,5275.png,L,P,0,5275,-1105.2131545527545,1252.0219158811485
No. 3335,train1,5276.png,L,P,0,5276,-611.1388047299454,1204.2936246729118
No. 3336,train1,5277.png,L,P,0,5277,-213.1264569071513,-361.4678209100227
No. 3337,train1,5278.png,L,P,0,5278,1536.069358885101,1042.6751347830352
No. 3338,train1,5279.png,L,P,0,5279,356.78223118769426,-1108.930657729165
No. 3339,train1,5280.png,L,P,0,5280,-818.8213326404118,301.681282515033
No. 3340,train1,5281.png,L,P,0,5281,-630.129673249982,-91.97831013870406
No. 3341,train1,5282.png,L,P,0,5282,-329.83887554420784,104.22886381909588
No. 3342,train1,5283.png,L,P,0,5283,101.7195736617959,1202.7530787744702
No. 3343,train1,5284.png,L,P,0,5284,569.8157299119018,629.6485308494409
No. 3344,train1,5285.png,L,P,0,5285,9.898905626612597,532.5162371397372
No. 3345,train1,5286.png,L,P,0,5286,-545.6750714409569,1485.7457348243543
No. 3346,train1,5287.png,L,P,0,5287,-4.435522516681745,506.23118303037853
No. 3347,train1,5289.png,L,P,0,5289,613.9489546398738,908.1119590558263
No. 3348,train1,5290.png,L,P,0,5290,-465.6051504530274,321.0461297244766
No. 3349,train1,5291.png,L,P,0,5291,201.86763676629997,784.169711053244
No. 3350,train1,5292.png,L,P,0,5292,-138.6345082777959,1466.5396698902657
No. 3351,train1,5293.png,L,P,0,5293,-344.08557733463726,-1441.338845361042
No. 3352,train1,5294.png,L,P,0,5294,-865.068884620107,-1565.0710575831984
No. 3353,train1,5295.png,L,P,0,5295,747.4421016734474,-961.4352428341192
No. 3354,train1,5296.png,L,P,0,5296,831.1303057352233,258.8722711933073
No. 3355,train1,5297.png,L,P,0,5297,-441.42590311872226,274.4270726330564
No. 3356,train1,5298.png,L,P,0,5298,-18.400175520550857,-786.5776330286188
No. 3357,train1,5299.png,L,P,0,5299,-890.3912303327265,-779.8566474835646
No. 3358,train1,5300.png,L,P,0,5300,-167.9069048990174,373.1808113063595
No. 3359,train1,5301.png,L,P,0,5301,2454.5930082229274,-922.1953222070977
No. 3360,train1,5302.png,L,P,0,5302,440.38133168206065,-858.6127691126004
No. 3361,train1,5303.png,L,P,0,5303,-20.568129364673197,234.29652415575578
No. 3362,train1,5304.png,L,P,0,5304,588.4271405508829,654.7799262620325
No. 3363,train1,5305.png,L,P,0,5305,2278.529261855291,202.66429179334403
No. 3364,train1,5306.png,L,P,0,5306,-605.8256520620683,1354.6241151952163
No. 3365,train1,5307.png,L,P,0,5307,-252.4623179882191,-905.3318735738061
No. 3366,train1,5308.png,L,P,0,5308,48.337197159481576,-1779.2537278415596
No. 3367,train1,5309.png,L,P,0,5309,643.2027356519181,-1870.3984849157443
No. 3368,train1,5310.png,L,P,0,5310,-545.101498192046,-947.7333766424458
No. 3369,train1,5311.png,L,P,0,5311,-260.3600557625432,-75.73259454119678
No. 3370,train1,5312.png,L,P,0,5312,208.87221884303239,-383.41422044647754
No. 3371,train1,5313.png,L,P,0,5313,1532.3068423053573,-433.9885483235868
No. 3372,train1,5314.png,L,P,0,5314,-338.17916004358256,790.0414798191156
No. 3373,train1,5315.png,L,P,0,5315,-167.20308732756402,-1676.493536304112
No. 3374,train1,5316.png,L,P,0,5316,-1051.8245455558415,898.4212784492216
No. 3375,train1,5317.png,L,P,0,5317,-138.29110987307385,241.4070418293705
No. 3376,train1,5318.png,L,P,0,5318,636.5952201157957,-12.841426725276369
No. 3377,train1,5319.png,L,P,0,5319,-1261.786470213147,-381.3574362397745
No. 3378,train1,5320.png,L,P,0,5320,38.503254907229774,248.76273997692707
No. 3379,train1,5321.png,L,P,0,5321,380.4021259994809,333.2205048122546
No. 3380,train1,5322.png,L,P,0,5322,1333.65373636701,-137.15485591276584
No. 3381,train1,5323.png,L,P,0,5323,-754.50448477248,354.55852628357985
No. 3382,train1,5325.png,L,P,0,5325,78.41706496951902,1458.10130040859
No. 3383,train1,5326.png,L,P,0,5326,766.8065506144026,-1691.6204545216922
No. 3384,train1,5327.png,L,P,0,5327,-302.75376602781813,-397.8035683960475
No. 3385,train1,5328.png,L,P,0,5328,-154.65978632808464,-667.5639235399452
No. 3386,train1,5329.png,L,P,0,5329,43.877787188222726,-1418.9721247015407
No. 3387,train1,5330.png,L,P,0,5330,-15.8186153344956,469.32187916919037
No. 3388,train1,5331.png,L,P,0,5331,-223.9369971360663,-362.4837633069904
No. 3389,train1,5332.png,L,P,0,5332,-811.3501211754349,499.22688892141946
No. 3390,train1,5333.png,L,P,0,5333,1396.3449823337794,318.2410229005282
No. 3391,train1,5334.png,L,P,0,5334,2377.1038134259443,-1144.4033374568946
No. 3392,train1,5335.png,L,P,0,5335,-376.81047814592625,1888.3304368415506
No. 3393,train1,5336.png,L,P,0,5336,1269.4233180514036,697.0114429030652
No. 3394,train1,5337.png,L,P,0,5337,-708.0391335761221,-17.325797496064215
No. 3395,train1,5338.png,L,P,0,5338,177.01388371886958,-68.719599529194
No. 3396,train1,5339.png,L,P,0,5339,344.94727173134413,-791.2990263400486
No. 3397,train1,5340.png,L,P,0,5340,-537.9713041010316,200.13174410995794
No. 3398,train1,5341.png,L,P,0,5341,449.2289505057119,-627.708910220203
No. 3399,train1,5342.png,L,P,0,5342,612.2530702544996,-1018.4727353713065
No. 3400,train1,5343.png,L,P,0,5343,474.66206653790226,411.6458294933335
No. 3401,train1,5344.png,L,P,0,5344,831.8976818082504,-28.825716572282946
No. 3402,train1,5345.png,L,P,0,5345,-12.725426684910039,-1277.6625843124698
No. 3403,train1,5346.png,L,P,0,5346,410.55043938159395,-1223.9852711230697
No. 3404,train1,5347.png,L,P,0,5347,1357.3121795349273,713.8657727639963
No. 3405,train1,5348.png,L,P,0,5348,349.6403324298039,-870.4827140802903
No. 3406,train1,5349.png,L,P,0,5349,-173.414513620043,-1050.7599496487273
No. 3407,train1,5351.png,L,P,0,5351,566.975147455176,951.186594272128
No. 3408,train1,5352.png,L,P,0,5352,-556.791518189069,-1379.1219399781355
No. 3409,train1,5353.png,L,P,0,5353,-642.9789603708601,1017.900330423751
No. 3410,train1,5354.png,L,P,0,5354,1507.2347809931791,-2068.2267172273373
No. 3411,train1,5355.png,L,P,0,5355,-46.151218406611335,-1652.009481313606
No. 3412,train1,5356.png,L,P,0,5356,-847.1139868952347,-1272.297420144913
No. 3413,train1,5358.png,L,P,0,5358,2873.0915902945985,1012.5788387932253
No. 3414,train1,5359.png,L,P,0,5359,-384.58127913440234,-31.253428953704226
No. 3415,train1,5361.png,L,P,0,5361,-271.3580880321944,-97.37792244890653
No. 3416,train1,5362.png,L,P,0,5362,34.08844703617087,415.0924428707107
No. 3417,train1,5363.png,L,P,0,5363,-235.51302021182863,1283.0022313172972
No. 3418,train1,5364.png,L,P,0,5364,385.58286545191777,552.0038257867888
No. 3419,train1,5365.png,L,P,0,5365,342.81210081361803,-1003.9254506219419
No. 3420,train1,5366.png,L,P,0,5366,-185.70497690849186,167.67486715465688
No. 3421,train1,5367.png,L,P,0,5367,1207.4097263581768,242.73800347691068
No. 3422,train1,5368.png,L,P,0,5368,379.10262957705197,-1714.3046815866637
No. 3423,train1,5369.png,L,P,0,5369,-1118.3641003347807,104.23017310904696
No. 3424,train1,5370.png,L,P,0,5370,-269.3413013187064,207.7924036392552
No. 3425,train1,5371.png,L,P,0,5371,539.2396280990848,16.45198398638956
No. 3426,train1,5372.png,L,P,0,5372,-50.81824645314915,-1117.902133382726
No. 3427,train1,5373.png,L,P,0,5373,122.0786123952825,-141.85077849873696
No. 3428,train1,5374.png,L,P,0,5374,-2190.5703283088546,-757.3919316519996
No. 3429,train1,5375.png,L,P,0,5375,-4.533819379573577,-895.836571047958
No. 3430,train1,5376.png,L,P,0,5376,2340.0281432327274,58.69659839503704
No. 3431,train1,5377.png,L,P,0,5377,-196.8485993535678,-532.2501307695104
No. 3432,train1,5378.png,L,P,0,5378,-3.032552455420015,-63.96292842150659
No. 3433,train1,5379.png,L,P,0,5379,-811.414714024269,988.5633929086398
No. 3434,train1,5380.png,L,P,0,5380,14.155739264848185,-1060.726462417599
No. 3435,train1,5381.png,L,P,0,5381,-466.17162855212234,154.11630909081055
No. 3436,train1,5382.png,L,P,0,5382,174.65634946429032,-1120.21285293727
No. 3437,train1,5383.png,L,P,0,5383,647.1338994300905,287.1370043751059
No. 3438,train1,5384.png,L,P,0,5384,-997.7670387978554,996.6894732675725
No. 3439,train1,5385.png,L,P,0,5385,159.26979315317337,-1286.0873754903366
No. 3440,train1,5386.png,L,P,0,5386,-140.20862261143375,437.77219537443204
No. 3441,train1,5387.png,L,P,0,5387,-584.0052563582888,986.8984830970635
No. 3442,train1,5389.png,L,P,0,5389,1616.7863657845194,1834.46579933954
No. 3443,train1,5390.png,L,P,0,5390,-204.70259260231728,149.80652410566557
No. 3444,train1,5391.png,L,P,0,5391,335.1355748644007,-358.08928235967545
No. 3445,train1,5393.png,L,P,0,5393,-61.559322506592984,-608.0860090699327
No. 3446,train1,5394.png,L,P,0,5394,2111.49279851945,198.71439763699075
No. 3447,train1,5395.png,L,P,0,5395,-207.40026223384348,567.8023416198005
No. 3448,train1,5396.png,L,P,0,5396,368.3070783920209,-969.9050233809922
No. 3449,train1,5397.png,L,P,0,5397,790.8717245970946,-105.16688297928897
No. 3450,train1,5399.png,L,P,0,5399,-889.2169405221423,-2.4721630967406143
No. 3451,train1,5400.png,L,P,0,5400,65.94608650816186,-1533.549538804852
No. 3452,train1,5401.png,L,P,0,5401,811.2791022188625,-535.1166926760034
No. 3453,train1,5402.png,L,P,0,5402,413.2154228242727,-1375.299311767202
No. 3454,train1,5403.png,L,P,0,5403,-258.4485537130634,779.8932308466216
No. 3455,train1,5404.png,L,P,0,5404,-646.1853891417387,74.25555054174079
No. 3456,train1,5405.png,L,P,0,5405,238.04424401381513,1107.2742440816091
No. 3457,train1,5406.png,L,P,0,5406,2440.6809404099563,682.6187998045759
No. 3458,train1,5407.png,L,P,0,5407,-98.63019341440847,1376.4521561498377
